Country,H_HIS_Score_norm,H_Oxrollback_score_norm,H_Covidgrowth_deathsnorm,H_Covidgrowth_casesnorm,H_new_cases_smoothed_per_million_norm,H_new_deaths_smoothed_per_million_norm,H_GovernmentResponseIndexForDisplay_norm,H_INFORM_rating.Value_norm,H_wmo_don_alert,H_health_acaps,H_HIS_Score_raw,H_Oxrollback_score_raw,H_Covidgrowth_biweeklydeaths_raw,H_Covidgrowth_biweeklycases_raw,H_new_cases_smoothed_per_million_raw,H_new_deaths_smoothed_per_million_raw,H_GovernmentResponseIndexForDisplay_raw,H_INFORM_rating.Value_raw,H_wmo_don_alert_raw,H_health_acaps_raw
BLZ,7.64,1.8003957291713544,7.692307692307692,0.8409052695018921,3.6215200000000003,0.718,1.2338461538461534,4.5,0,0,31.8,0.313350869155196,115.38461538461537,12.613579042528391,90.538,0.359,71.98,3.8,0,0
BOL,6.840000000000001,7.090645396094583,0,0,4.1786,6.34,5.673846153846155,7.250000000000001,0,0,35.8,0.66753194065354,-36.47398588787227,-30.991121714753213,104.465,3.17,43.12,4.9,0,0
BRA,2.0599999999999996,9.861401218623397,0,0,7.1032399999999996,10,NA,3.75,10,0,59.7,0.853033443960524,-21.040511395651578,-23.463064126269895,177.581,5.518,NA,3.5,10,0
BRB,7.620000000000001,2.50215775769688,6.666666666674814e-4,6.666666666674814e-4,1.7697199999999995,0,3.5261538461538464,5,0,0,31.9,0.360333685250637,0.01,0.01,44.243,0,57.08,4,0,0
BRN,7.48,0,6.666666666674814e-4,6.666666666674814e-4,0.3003999999999998,0,5.096923076923077,2.75,0,0,32.6,0.192465557966572,0.01,0.01,7.51,0,46.87,3.1,0,0
BTN,5.940000000000001,0,6.666666666674814e-4,6.666666666674814e-4,0.6368799999999997,0.3699999999999992,1.643076923076924,5.5,0,0,40.3,0.0540043308892981,0.01,0.01,15.922,0.185,69.32,4.2,0,0
BWA,7.779999999999999,7.879098656886205,1.7877712031558186,8.348789145661272,10,9.112,3.5092307692307703,6.75,0,0,31.1,0.720318716007368,26.816568047337284,125.23183718491906,713.731,4.556,57.19,4.7,0,0
CAF,8.54,2.9286744992526,6.666666666674814e-4,6.666666666674814e-4,0.005919999999999703,0,10,10,0,0,27.3,0.388888888888889,0.01,0.01,0.148,0,10.83,7.6,0,0
CAN,0,4.048465612555408,0,0,0.42984000000000044,0.34800000000000075,NA,0,0,0,75.3,0.463858661836217,-50.497047713853235,-25.188227055101542,10.746,0.174,NA,2,0,0
CHE,0.6000000000000014,4.132358072756036,0,10,2.80016,0,3.9261538461538468,0,0,0,67,0.469475243909889,-123.90862381251615,209.99226994085612,70.004,-0.116,54.48,1.9,0,0
CHL,2.3400000000000007,7.199160866455074,0,0,3.2056400000000007,8.4,0,2.5,0,0,58.3,0.674797027934152,-31.19504913354698,-47.50003343466039,80.141,4.2,87.55,3,0,0
CHN,4.359999999999999,0,6.666666666674814e-4,6.666666666674814e-4,0.0010799999999999699,0,NA,3.5,10,0,48.2,0.036349206349211,0.01,0.01,0.027,0,NA,3.4,10,0
CIV,6.9,6.334380682773265,0,0,0.07127999999999979,0.03200000000000003,6.058461538461539,9,0,0,35.5,0.616900181593988,-32.69230769230769,-13.173702653095281,1.782,0.016,40.62,5.6,0,0
CMR,7.12,3.086693339689843,4.078790966208184,5.118151262970951,0.13107999999999898,0.06400000000000006,8.701538461538462,9.25,0,0,34.4,0.399468216093977,61.18186449312276,76.77226894456427,3.277,0.032,23.44,5.7,0,0
COD,8.7,8.27628121507556,0,0,0.12488000000000099,0.11400000000000077,7.067692307692308,10,10,0,26.5,0.746910002411016,-34.10435718128026,-13.468432333512984,3.122,0.057,34.06,6.8,10,0
COG,9.28,2.9286744992526,10,0,0.2692399999999999,0.4659999999999993,5.336923076923076,9.25,0,0,23.6,0.388888888888889,223.27525145204703,-27.46102822154973,6.731,0.233,45.31,5.7,0,0
COL,5.159999999999999,4.7359158649934034,0,0,10,10,1.5538461538461537,5.75,0,0,44.2,0.509883307616669,-20.018727211244407,-36.526417996720866,321.809,8.83,69.9,4.3,0,0
COM,8.56,0,6.666666666674814e-4,6.666666666674814e-4,0.09855999999999909,0.3279999999999994,NA,10,0,0,27.2,0.0590476190476147,0.01,0.01,2.464,0.164,NA,6,0,0
CPV,8.14,3.612880095641139,7.69031228175197,0,2.754439999999999,2.5700000000000003,3.1569230769230767,6.25,0,0,29.3,0.434696305648294,115.35468422627955,-11.919536583012976,68.861,1.285,59.48,4.5,0,0
CRI,4.98,7.382363709398087,0,0,10,4.656000000000001,3.5261538461538464,3.5,0,0,45.1,0.687062418662457,-0.7268046427930217,-8.418825031383554,250.85,2.328,57.08,3.4,0,0
CUB,6.959999999999999,5.439730491532212,10,6.9092798325826115,10,10,1.7707692307692309,3.5,0,0,35.2,0.557003544705347,210.98228233650212,103.63919748873917,558.066,5.209,68.49,3.4,0,0
CYP,5.3999999999999995,7.117698112223462,10,5.623855078469892,10,3.54,2.7723076923076926,3.25,0,0,43,0.669343114149826,151.26080076501862,84.35782617704838,1119.041,1.77,61.98,3.3,0,0
CZE,3.5999999999999996,10,0,3.8252770194315078,0.8601600000000005,0.18599999999999994,4.535384615384615,3.5,0,0,52,1,-70.39614561027837,57.37915529147261,21.504,0.093,50.52,3.4,0,0
DEU,0.7999999999999989,4.389309674192852,0,5.9427119427119415,0.6521600000000003,0.47799999999999976,1.7307692307692317,0.5,0,0,66,0.486678098075567,-43.39589391135783,89.14067914067913,16.304,0.239,68.75,2.2,0,0
DJI,9.36,2.3158793087217084,6.666666666674814e-4,6.666666666674814e-4,0.040480000000000516,0,5.481538461538462,8.75,0,0,23.2,0.347862383363396,0.01,0.01,1.012,0,44.37,5.5,0,0
DMA,9.2,0.6100284051331872,NA,NA,0.5556400000000004,0,5.576923076923077,5.5,0,0,24,0.233656034157048,NA,NA,13.891,0,43.75,4.2,0,0
DNK,0,3.564452771041399,0,8.731044608465304,6.27048,0.1479999999999997,3.9738461538461536,0.25,10,0,70.4,0.431454106735873,-38.46153846153847,130.96566912697955,156.762,0.074,54.17,2.1,10,0
DOM,6.340000000000001,4.956583433431737,0,0,1.412799999999999,0.7639999999999993,2.292307692307693,5.75,0,0,38.3,0.524656953617365,-28.5901811499081,-40.4421295765889,35.32,0.382,65.1,4.3,0,0
DZA,9.28,5.418102503099674,4.242931498966861,8.674628600525939,1.0696000000000012,0.7300000000000004,3.598461538461538,4.75,0,0,23.6,0.555555555555556,63.64397248450291,130.11942900788907,26.74,0.365,56.61,3.9,0,0
ECU,3.9800000000000004,7.106825956322959,10,0,2.2211999999999996,10,1.7630769230769214,4.75,0,0,50.1,0.668615225662745,2374.401088488265,-16.335659579653203,55.53,72.08,68.54,3.9,0,0
EGY,6.0200000000000005,6.418970539125132,0,0,0.025280000000000413,0.13199999999999967,4.92,4,0,0,39.9,0.622563454189215,-64.80808719001739,-65.90570719602977,0.632,0.066,48.02,3.6,0,0
ERI,9.52,0,0,0,0.20303999999999967,0.1620000000000008,4.455384615384616,9.75,0,0,22.4,0.18571952622054,-38.46153846153846,-56.960344126946374,5.076,0.081,51.04,5.9,0,0
ESP,0.8199999999999985,0.03274848381817108,0,9.196322077489581,10,0.7520000000000007,3.758461538461538,2,0,0,65.9,0.195007268227491,-21.224667683591196,137.94483116234372,544.632,0.376,55.57,2.8,0,0
EST,2.5999999999999996,10,0.5128205128205128,4.3137071821460315,1.89968,0.2159999999999993,7.66,2.5,0,0,57,1,7.692307692307692,64.70560773219047,47.492,0.108,30.21,3,0,0
ETH,5.88,5.885361054168175,0,0.2861143719191528,0.03187999999999924,0.02800000000000047,5.481538461538462,9.75,0,0,40.6,0.586838414532693,-54.437869822485204,4.29171557878728,0.797,0.014,44.37,5.9,0,0
FIN,0.2599999999999998,4.714772332476336,0,3.916931521151734,2.4112400000000003,0,3.9738461538461536,0.25,0,0,68.7,0.508467752685684,-69.21858822096351,58.753972817276,60.281,0,54.17,2.1,0,0
FJI,8.86,0,10,7.884977114384046,10,10,1.8353846153846156,5.249999999999999,0,0,25.7,0.101932237818838,201.5252227156136,118.2746567157607,1340.375,13.864,68.07,4.1,0,0
FRA,0.35999999999999943,9.590943594003205,0,10,7.5709599999999995,0.5419999999999998,4.135384615384616,2.5,0,0,68.2,0.834926364462594,-29.804163137496474,248.520657289458,189.274,0.271,53.12,3,0,0
FSM,7.44,NA,NA,NA,0,0,NA,NA,0,0,32.8,NA,NA,NA,0,0,NA,NA,0,0
GAB,10,5.978816524918553,0.5048344314195248,0.5539108548291267,0.16432000000000002,0.1280000000000001,3.2692307692307683,7.5,0,0,20,0.593095238095238,7.572516471292897,8.308662822436899,4.108,0.064,58.75,5,0,0
GBR,0,3.84053277174229,7.768200791456602,4.898056865247779,10,1.620000000000001,3.413846153846154,1.5,10,0,77.9,0.449937603096901,116.52301187184904,73.47085297871668,702.987,0.81,57.81,2.6,10,0
GEO,3.5999999999999996,5.38763608038849,1.1274611965811978,4.844900051062223,10,9.024,3.10923076923077,5,0,0,52,0.553515835141596,16.911917948717946,72.67350076593334,430.594,4.512,59.79,4,0,0
GHA,6.9,4.922767583196153,10,2.513152793930331,0.2633600000000005,0.11999999999999922,5.4799999999999995,6.75,0,0,35.5,0.522392989754761,549.5192307692307,37.697291908954966,6.584,0.06,44.38,4.7,0,0
GIN,7.459999999999999,3.398109494263756,10,8.739802213587227,0.24844000000000044,0.26200000000000045,3.2046153846153844,10,10,0,32.7,0.42031746031746,277.1592442645074,131.0970332038084,6.211,0.131,59.17,6,10,0
GMB,7.16,0.5163784945122334,10,10,0.9434400000000007,0.23600000000000065,5.015384615384615,9.25,0,0,34.2,0.227386192887204,276.79301374953553,515.2719234155754,23.586,0.118,47.4,5.7,0,0
GNB,10,NA,10,10,0.40360000000000085,0.5800000000000001,NA,10,0,0,20,NA,330.7692307692308,161.54318002194094,10.09,0.29,NA,6.2,0,0
GNQ,10,NA,0,0,0.08144000000000062,0,NA,9.75,0,0,16.2,NA,-46.15384615384615,-19.91941576429111,2.036,0,NA,5.9,0,0
GRC,3.24,4.512378440648886,0,10,10,1.5619999999999994,2.4446153846153855,3.25,0,0,53.8,0.49491752538349,-27.949657990632765,174.48731605125187,256.615,0.781,64.11,3.3,0,0
GRD,8.5,NA,6.666666666674814e-4,6.666666666674814e-4,0.15235999999999983,0,NA,4,0,0,27.5,NA,0.01,0.01,3.809,0,NA,3.6,0,0
GTM,7.459999999999999,6.072922757180111,0,0.046203214667084325,2.9825599999999994,2.058,3.6061538461538456,7,0,0,32.7,0.599395630000268,-52.10137161625584,0.6930482200062621,74.564,1.029,56.56,4.8,0,0
GUY,7.66,0.587505008907792,0.7695765297743034,0,3.705119999999999,4.358,2.0830769230769244,4.25,0,0,31.7,0.232148097649104,11.54364794661457,-11.822482567641462,92.628,2.179,66.46,3.7,0,0
HND,8.48,6.324727907550919,1.2014387730346083,0,4.152760000000001,5.164,1.2015384615384619,7.250000000000001,0,0,27.6,0.616253930379691,18.02158159551911,-8.55505134498895,103.819,2.582,72.19,4.9,0,0
HRV,3.3400000000000007,5.111687997485276,0,1.5203492116060424,1.2123600000000003,0.766,5.207692307692308,3.75,0,0,53.3,0.535041170648603,-42.994837128106084,22.805238174090633,30.309,0.383,46.15,3.5,0,0
HTI,7.699999999999999,1.7013187538184766,0,0,0.0947199999999988,0.5760000000000005,3.653846153846154,10,0,0,31.5,0.30671768707483,-41.373221840956795,-73.16223166368515,2.368,0.288,56.25,6.6,0,0
HUN,3.1999999999999993,10,0,0.5519822707322692,0.1969600000000007,0.17800000000000082,5.896923076923077,3.5,0,0,54,1,-49.500951673552755,8.27973406098404,4.924,0.089,41.67,3.4,0,0
IDN,2.6799999999999997,4.677211459538965,6.038539205888718,4.504233269765896,6.5554,8.746,2.027692307692309,6.000000000000001,0,0,56.6,0.505953060362834,90.57808808833076,67.56349904648845,163.885,4.373,66.82,4.4,0,0
IND,4.699999999999999,4.415726992241089,0.7521106002146318,0,1.1173599999999997,1.4480000000000004,1.081538461538461,6.499999999999999,0,0,46.5,0.488446731807721,11.281659003219485,-12.110591833477228,27.934,0.724,72.97,4.6,0,0
IRL,2.1999999999999993,4.168035739136462,1.7785622258465708,7.4927042157249275,9.44436,0.46199999999999974,1.6830769230769231,2.5,0,0,59,0.471863855960883,26.678433387698558,112.39056323587391,236.109,0.231,69.06,3,0,0
IRN,6.459999999999999,5.506086224956361,2.4389479399302587,3.9073851170104863,10,4.918,2.5553846153846145,4.25,0,0,37.7,0.561446046712609,36.584219098953874,58.6107767551573,277.45,2.459,63.39,3.7,0,0
IRQ,8.84,5.770612810382412,2.6263047629641996,1.8214784051756023,8.75772,2.436,3.213846153846154,7,0,0,25.8,0.579156044418726,39.394571444463,27.322176077634026,218.943,1.218,59.11,4.8,0,0
ISL,4.740000000000001,0,6.666666666674814e-4,6.666666666674814e-4,3.7174400000000007,0,4.695384615384616,1.5,0,0,46.3,0.0892703386434036,0.01,0.01,92.936,0,49.48,2.6,0,0
ISR,4.540000000000001,10,10,10,NA,NA,4.615384615384616,1.75,0,0,47.3,0.934261202300882,689.5366880957661,150.28572633995608,NA,NA,50,2.7,0,0
ITA,2.759999999999999,9.463058528145696,0,10,2.0311199999999996,0.34999999999999964,0,3,0,0,56.2,0.826364486950981,-49.24135497529993,185.46522818544534,50.778,0.175,80.73,3.2,0,0
JAM,8.2,5.014736990300707,0.025996221539285713,3.3035379978779957,1.080639999999999,2.798,2.323076923076922,5.249999999999999,0,0,29,0.528550321677491,0.3899433230892857,49.553069968169936,27.016,1.399,64.9,4.1,0,0
JOR,5.58,10,0.5786873676781923,0.9682318022333334,2.061559999999999,1.6240000000000006,4.006153846153846,5.75,0,0,42.1,1,8.680310515172897,14.523477033500015,51.539,0.812,53.96,4.3,0,0
JPN,2.040000000000001,4.951995548884098,0,5.52105674512325,1.12664,0.23199999999999932,3.0846153846153843,0.75,0,0,59.8,0.524349795738758,-37.90987417095395,82.81585117684875,28.166,0.116,59.95,2.3,0,0
KAZ,5.859999999999999,5.581496734211254,9.878048567755352,8.655032364224278,10,6.254,4.135384615384616,2.75,0,0,40.7,0.566494764004182,148.17072851633029,129.82548546336417,335.043,3.127,53.12,3.1,0,0
KEN,4.58,6.432996330919787,0,1.0828803930600355,0.4385600000000007,0.39400000000000013,1.907692307692308,9,10,0,47.1,0.623502477917623,-42.51207729468599,16.243205895900516,10.964,0.197,67.6,5.6,10,0
KGZ,4.140000000000001,2.9006619412876073,1.5747133459603688,0.2428768314120422,7.91868,3.154,3.012307692307692,4.5,0,0,49.3,0.387013454189184,23.62070018940551,3.643152471180624,197.967,1.577,60.42,3.8,0,0
KHM,6.159999999999999,2.824743420324629,0.7511002293435833,0,2.0483200000000004,3.1099999999999994,2.764615384615384,7.250000000000001,0,0,39.2,0.381930725623582,11.266503440153738,-1.9814118626098391,51.208,1.555,62.03,4.9,0,0
KIR,10,NA,NA,NA,0,0,9.006153846153847,9.75,0,0,19.2,NA,NA,NA,0,0,21.46,5.9,0,0
KNA,8.76,NA,6.666666666674814e-4,6.666666666674814e-4,1.396560000000001,0,NA,3.25,0,0,26.2,NA,0.01,0.01,34.914,0,NA,3.3,0,0
KOR,10,3.7277534683119464,0.49929982133371986,4.988886526296843,1.1805599999999998,0.07199999999999918,3.276923076923076,2.25,0,0,17.5,0.442387053114063,7.489497320005784,74.83329789445264,29.514,0.036,58.7,2.9,0,0
KWT,4.779999999999999,8.128980355918356,1.1964421537131926,0,10,6.49,3.4461538461538455,4.75,0,0,46.1,0.7370482417355,17.9466323056979,-20.688914490185084,273.701,3.245,57.6,3.9,0,0
LAO,5.38,0.6755045016779597,6.666666666674814e-4,6.666666666674814e-4,0.6966399999999986,0.0779999999999994,2.6846153846153857,6.499999999999999,0,0,43.1,0.238039644665405,0.01,0.01,17.416,0.039,62.55,4.6,0,0
LBN,5.38,10,0,7.780634062220905,2.80964,0.2940000000000005,2.4030769230769238,7.5,0,0,43.1,1,-39.767517250960964,116.70951093331358,70.241,0.147,64.38,5,0,0
LBR,6.9799999999999995,2.1581372599665976,0,0,0.1355599999999999,0.22600000000000087,3.718461538461538,10,0,0,35.1,0.337301587301587,-44.01916853373164,-74.96107222834266,3.389,0.113,55.83,6.2,0,0
LBY,8.86,6.863511254097826,7.352832594979193,10,10,2.5359999999999996,3.798461538461538,5.75,0,0,25.7,0.65232535895112,110.2924889246879,272.0493439051778,305.37,1.268,55.31,4.3,0,0
LCA,6.94,NA,7.692307692307693,0,1.7737599999999993,0,NA,4.75,0,0,35.3,NA,115.3846153846154,-3.393577486064498,44.344,0,NA,3.9,0,0
LIE,5.300000000000001,3.5261372201759125,6.666666666674814e-4,6.666666666674814e-4,1.49836,0,3.638461538461538,0,0,0,43.5,0.42888888888889,0.01,0.01,37.459,0,56.35,1.9,0,0
LKA,7.220000000000001,3.800263619477561,0,0,2.806800000000001,4.082,0.04769230769230859,5.75,0,0,33.9,0.447241592058589,-1.8268802594169904,-3.4476112684070714,70.17,2.041,79.69,4.3,0,0
LSO,7.96,1.4836208151147172,10,8.205123589198909,1.2723600000000008,1.468,5.641538461538461,10,0,0,30.2,0.292142857142858,151.25641941065,123.07685383798363,31.809,0.734,43.33,6,0,0
LTU,3,10,0,10,1.4945199999999996,0.31400000000000006,3.8138461538461534,2,0,0,55,0.882696120570234,-53.834184487711454,165.26080428002345,37.363,0.157,55.21,2.8,0,0
LUX,5.240000000000001,7.5422609435827095,7.692307692307693,0.7515788892209496,6.4448,0.9120000000000008,3.493846153846154,3,0,0,43.8,0.697767503922841,115.3846153846154,11.27368333831425,161.12,0.456,57.29,3.2,0,0
LVA,1.42,10,0,0,0.8967200000000002,1.5139999999999993,6.138461538461538,3.5,0,0,62.9,0.864632392022289,-53.85029974875829,-21.151401553350905,22.418,0.757,40.1,3.4,0,0
