"","Index","Record_ID","Prior Record_ID","Countryname","Country","Outlook","Date","Prior Date","Count","Prior Count","Flag Change"
"280",4837,113517,73997,"Kuwait","KWT","Overall",2021-07-22,2021-07-21,0.5,0.5,0
"281",4844,113524,74004,"Kuwait","KWT","Underlying",2021-07-22,2021-07-21,0,0,0
"282",4858,113538,74018,"Kuwait","KWT","Emerging",2021-07-22,2021-07-21,1,1,0
"283",4889,113569,74049,"Lao PDR","LAO","Overall",2021-07-22,2021-07-21,1.5,2,-0.5
"284",4896,113576,74056,"Lao PDR","LAO","Underlying",2021-07-22,2021-07-21,1,1,0
"285",4910,113590,74070,"Lao PDR","LAO","Emerging",2021-07-22,2021-07-21,0.5,1,-0.5
"286",4941,113621,74101,"Lebanon","LBN","Overall",2021-07-22,2021-07-21,5,4.5,0.5
"287",4948,113628,74108,"Lebanon","LBN","Underlying",2021-07-22,2021-07-21,3,3,0
"288",4962,113642,74122,"Lebanon","LBN","Emerging",2021-07-22,2021-07-21,3.5,3.5,0
"289",4993,113673,74153,"Liberia","LBR","Overall",2021-07-22,2021-07-21,3.5,3.5,0
"290",5000,113680,74160,"Liberia","LBR","Underlying",2021-07-22,2021-07-21,3,3,0
"291",5014,113694,74174,"Liberia","LBR","Emerging",2021-07-22,2021-07-21,2,2,0
"292",5045,113725,74205,"Libya","LBY","Overall",2021-07-22,2021-07-21,3,3,0
"293",5052,113732,74212,"Libya","LBY","Underlying",2021-07-22,2021-07-21,2,2,0
"294",5066,113746,74226,"Libya","LBY","Emerging",2021-07-22,2021-07-21,2.5,2.5,0
"295",5097,113777,74257,"Saint Lucia","LCA","Overall",2021-07-22,2021-07-21,1.5,1.5,0
"296",5104,113784,74264,"Saint Lucia","LCA","Underlying",2021-07-22,2021-07-21,0,0,0
"297",5118,113798,74278,"Saint Lucia","LCA","Emerging",2021-07-22,2021-07-21,0.5,0.5,0
"298",5149,113829,74309,"Liechtenstein","LIE","Overall",2021-07-22,2021-07-21,0,0,0
"299",5156,113836,74316,"Liechtenstein","LIE","Underlying",2021-07-22,2021-07-21,0,0,0
"300",5170,113850,74330,"Liechtenstein","LIE","Emerging",2021-07-22,2021-07-21,0,0,0
"301",5201,113881,74361,"Sri Lanka","LKA","Overall",2021-07-22,2021-07-21,1.5,1.5,0
"302",5208,113888,74368,"Sri Lanka","LKA","Underlying",2021-07-22,2021-07-21,1,1,0
"303",5222,113902,74382,"Sri Lanka","LKA","Emerging",2021-07-22,2021-07-21,0.5,0.5,0
"304",5253,113933,74413,"Lesotho","LSO","Overall",2021-07-22,2021-07-21,3,3,0
"305",5260,113940,74420,"Lesotho","LSO","Underlying",2021-07-22,2021-07-21,2,2,0
"306",5274,113954,74434,"Lesotho","LSO","Emerging",2021-07-22,2021-07-21,1.5,0.5,1
"307",5305,113985,74465,"Lithuania","LTU","Overall",2021-07-22,2021-07-21,0.5,0.5,0
"308",5312,113992,74472,"Lithuania","LTU","Underlying",2021-07-22,2021-07-21,0,0,0
"309",5326,114006,74486,"Lithuania","LTU","Emerging",2021-07-22,2021-07-21,1.5,1.5,0
"310",5357,114037,74517,"Luxembourg","LUX","Overall",2021-07-22,2021-07-21,0.5,0.5,0
"311",5364,114044,74524,"Luxembourg","LUX","Underlying",2021-07-22,2021-07-21,0,0,0
"312",5378,114058,74538,"Luxembourg","LUX","Emerging",2021-07-22,2021-07-21,1.5,1.5,0
"313",5409,114089,74569,"Latvia","LVA","Overall",2021-07-22,2021-07-21,0.5,0.5,0
"314",5416,114096,74576,"Latvia","LVA","Underlying",2021-07-22,2021-07-21,0,0,0
"315",5430,114110,74590,"Latvia","LVA","Emerging",2021-07-22,2021-07-21,1,1,0
"316",5461,114141,74621,"Morocco","MAR","Overall",2021-07-22,2021-07-21,2,2,0
"317",5468,114148,74628,"Morocco","MAR","Underlying",2021-07-22,2021-07-21,0,0,0
"318",5482,114162,74642,"Morocco","MAR","Emerging",2021-07-22,2021-07-21,3,3,0
"319",5513,114193,74673,"Moldova Republic of","MDA","Overall",2021-07-22,2021-07-21,2,2,0
"320",5520,114200,74680,"Moldova Republic of","MDA","Underlying",2021-07-22,2021-07-21,0,0,0
"321",5534,114214,74694,"Moldova Republic of","MDA","Emerging",2021-07-22,2021-07-21,1.5,1.5,0
"322",5565,114245,74725,"Madagascar","MDG","Overall",2021-07-22,2021-07-21,4.5,4.5,0
"323",5572,114252,74732,"Madagascar","MDG","Underlying",2021-07-22,2021-07-21,3.5,3.5,0
"324",5586,114266,74746,"Madagascar","MDG","Emerging",2021-07-22,2021-07-21,3,3,0
"325",5617,114297,74777,"Maldives","MDV","Overall",2021-07-22,2021-07-21,1,1,0
"326",5624,114304,74784,"Maldives","MDV","Underlying",2021-07-22,2021-07-21,0.5,0.5,0
"327",5638,114318,74798,"Maldives","MDV","Emerging",2021-07-22,2021-07-21,1,0.5,0.5
"328",5669,114349,74829,"Mexico","MEX","Overall",2021-07-22,2021-07-21,1,1,0
"329",5676,114356,74836,"Mexico","MEX","Underlying",2021-07-22,2021-07-21,0.5,0.5,0
"330",5690,114370,74850,"Mexico","MEX","Emerging",2021-07-22,2021-07-21,0.5,0.5,0
"331",5721,114401,74881,"Marshall Islands","MHL","Overall",2021-07-22,2021-07-21,0,0,0
"332",5728,114408,74888,"Marshall Islands","MHL","Underlying",2021-07-22,2021-07-21,2.5,2.5,0
"333",5742,114422,74902,"Marshall Islands","MHL","Emerging",2021-07-22,2021-07-21,0,0,0
"334",5773,114453,74933,"North Macedonia","MKD","Overall",2021-07-22,2021-07-21,0.5,0.5,0
"335",5780,114460,74940,"North Macedonia","MKD","Underlying",2021-07-22,2021-07-21,0,0,0
"336",5794,114474,74954,"North Macedonia","MKD","Emerging",2021-07-22,2021-07-21,0.5,0.5,0
"337",5825,114505,74985,"Mali","MLI","Overall",2021-07-22,2021-07-21,4,4,0
"338",5832,114512,74992,"Mali","MLI","Underlying",2021-07-22,2021-07-21,3,3,0
"339",5846,114526,75006,"Mali","MLI","Emerging",2021-07-22,2021-07-21,3,3,0
"340",5877,114557,75037,"Malta","MLT","Overall",2021-07-22,2021-07-21,1,1,0
"341",5884,114564,75044,"Malta","MLT","Underlying",2021-07-22,2021-07-21,0,0,0
"342",5898,114578,75058,"Malta","MLT","Emerging",2021-07-22,2021-07-21,1,1,0
"343",5929,114609,75089,"Myanmar","MMR","Overall",2021-07-22,2021-07-21,3.5,3.5,0
"344",5936,114616,75096,"Myanmar","MMR","Underlying",2021-07-22,2021-07-21,4,4,0
"345",5950,114630,75110,"Myanmar","MMR","Emerging",2021-07-22,2021-07-21,3,3,0
"346",5981,114661,75141,"Montenegro","MNE","Overall",2021-07-22,2021-07-21,0,0,0
"347",5988,114668,75148,"Montenegro","MNE","Underlying",2021-07-22,2021-07-21,0,0,0
"348",6002,114682,75162,"Montenegro","MNE","Emerging",2021-07-22,2021-07-21,0,0,0
"349",6033,114713,75193,"Mongolia","MNG","Overall",2021-07-22,2021-07-21,1,1,0
"350",6040,114720,75200,"Mongolia","MNG","Underlying",2021-07-22,2021-07-21,0.5,0.5,0
"351",6054,114734,75214,"Mongolia","MNG","Emerging",2021-07-22,2021-07-21,1.5,1.5,0
"352",6085,114765,75245,"Mozambique","MOZ","Overall",2021-07-22,2021-07-21,4.5,4.5,0
"353",6092,114772,75252,"Mozambique","MOZ","Underlying",2021-07-22,2021-07-21,4.5,4.5,0
"354",6106,114786,75266,"Mozambique","MOZ","Emerging",2021-07-22,2021-07-21,3.5,3.5,0
"355",6137,114817,75297,"Mauritania","MRT","Overall",2021-07-22,2021-07-21,3,3,0
"356",6144,114824,75304,"Mauritania","MRT","Underlying",2021-07-22,2021-07-21,2.5,2.5,0
"357",6158,114838,75318,"Mauritania","MRT","Emerging",2021-07-22,2021-07-21,2,2,0
"358",6189,114869,75349,"Mauritius","MUS","Overall",2021-07-22,2021-07-21,1.5,1,0.5
"359",6196,114876,75356,"Mauritius","MUS","Underlying",2021-07-22,2021-07-21,0.5,0.5,0
"360",6210,114890,75370,"Mauritius","MUS","Emerging",2021-07-22,2021-07-21,2,2,0
"361",6241,114921,75401,"Malawi","MWI","Overall",2021-07-22,2021-07-21,3,3,0
"362",6248,114928,75408,"Malawi","MWI","Underlying",2021-07-22,2021-07-21,2.5,2.5,0
"363",6262,114942,75422,"Malawi","MWI","Emerging",2021-07-22,2021-07-21,2,2,0
"364",6293,114973,75453,"Malaysia","MYS","Overall",2021-07-22,2021-07-21,1,1,0
"365",6300,114980,75460,"Malaysia","MYS","Underlying",2021-07-22,2021-07-21,0,0,0
"366",6314,114994,75474,"Malaysia","MYS","Emerging",2021-07-22,2021-07-21,3,3,0
"367",6345,115025,75505,"Namibia","NAM","Overall",2021-07-22,2021-07-21,2.5,2.5,0
"368",6352,115032,75512,"Namibia","NAM","Underlying",2021-07-22,2021-07-21,1.5,1.5,0
"369",6366,115046,75526,"Namibia","NAM","Emerging",2021-07-22,2021-07-21,2,2,0
"370",6397,115077,75557,"Niger","NER","Overall",2021-07-22,2021-07-21,4,4,0
"371",6404,115084,75564,"Niger","NER","Underlying",2021-07-22,2021-07-21,4,4,0
"372",6418,115098,75578,"Niger","NER","Emerging",2021-07-22,2021-07-21,3,3,0
"373",6449,115129,75609,"Nigeria","NGA","Overall",2021-07-22,2021-07-21,5,5,0
"374",6456,115136,75616,"Nigeria","NGA","Underlying",2021-07-22,2021-07-21,3.5,3.5,0
"375",6470,115150,75630,"Nigeria","NGA","Emerging",2021-07-22,2021-07-21,3.5,4.5,-1
"376",6501,115181,75661,"Nicaragua","NIC","Overall",2021-07-22,2021-07-21,2,2,0
"377",6508,115188,75668,"Nicaragua","NIC","Underlying",2021-07-22,2021-07-21,1,1,0
"378",6522,115202,75682,"Nicaragua","NIC","Emerging",2021-07-22,2021-07-21,2,2,0
"379",6553,115233,75713,"Netherlands","NLD","Overall",2021-07-22,2021-07-21,0,0,0
"380",6560,115240,75720,"Netherlands","NLD","Underlying",2021-07-22,2021-07-21,0,0,0
"381",6574,115254,75734,"Netherlands","NLD","Emerging",2021-07-22,2021-07-21,2,2,0
"382",6605,115285,75765,"Norway","NOR","Overall",2021-07-22,2021-07-21,0,0,0
"383",6612,115292,75772,"Norway","NOR","Underlying",2021-07-22,2021-07-21,0,0,0
"384",6626,115306,75786,"Norway","NOR","Emerging",2021-07-22,2021-07-21,0,0,0
"385",6657,115337,75817,"Nepal","NPL","Overall",2021-07-22,2021-07-21,1.5,1.5,0
"386",6664,115344,75824,"Nepal","NPL","Underlying",2021-07-22,2021-07-21,2,2,0
"387",6678,115358,75838,"Nepal","NPL","Emerging",2021-07-22,2021-07-21,0.5,0.5,0
"388",6709,115389,75869,"Nauru","NRU","Overall",2021-07-22,2021-07-21,0,0,0
"389",6716,115396,75876,"Nauru","NRU","Underlying",2021-07-22,2021-07-21,0.5,0.5,0
"390",6730,115410,75890,"Nauru","NRU","Emerging",2021-07-22,2021-07-21,0,0,0
"391",6761,115441,75921,"New Zealand","NZL","Overall",2021-07-22,2021-07-21,0,0,0
"392",6768,115448,75928,"New Zealand","NZL","Underlying",2021-07-22,2021-07-21,0,0,0
"393",6782,115462,75942,"New Zealand","NZL","Emerging",2021-07-22,2021-07-21,0,0,0
"394",6813,115493,75973,"Oman","OMN","Overall",2021-07-22,2021-07-21,0.5,0.5,0
"395",6820,115500,75980,"Oman","OMN","Underlying",2021-07-22,2021-07-21,0,0,0
"396",6834,115514,75994,"Oman","OMN","Emerging",2021-07-22,2021-07-21,1,1,0
"397",6865,115545,76025,"Pakistan","PAK","Overall",2021-07-22,2021-07-21,4,4,0
"398",6872,115552,76032,"Pakistan","PAK","Underlying",2021-07-22,2021-07-21,2.5,2.5,0
"399",6886,115566,76046,"Pakistan","PAK","Emerging",2021-07-22,2021-07-21,2,2,0
"400",6917,115597,76077,"Panama","PAN","Overall",2021-07-22,2021-07-21,1,1.5,-0.5
"401",6924,115604,76084,"Panama","PAN","Underlying",2021-07-22,2021-07-21,0.5,0.5,0
"402",6938,115618,76098,"Panama","PAN","Emerging",2021-07-22,2021-07-21,1.5,1.5,0
"403",6969,115649,76129,"Peru","PER","Overall",2021-07-22,2021-07-21,1,1,0
"404",6976,115656,76136,"Peru","PER","Underlying",2021-07-22,2021-07-21,1,1,0
"405",6990,115670,76150,"Peru","PER","Emerging",2021-07-22,2021-07-21,3.5,3.5,0
"406",7021,115701,76181,"Philippines","PHL","Overall",2021-07-22,2021-07-21,1.5,1.5,0
"407",7028,115708,76188,"Philippines","PHL","Underlying",2021-07-22,2021-07-21,1.5,1.5,0
"408",7042,115722,76202,"Philippines","PHL","Emerging",2021-07-22,2021-07-21,1,1,0
"409",7073,115753,76233,"Palau","PLW","Overall",2021-07-22,2021-07-21,0,0,0
"410",7080,115760,76240,"Palau","PLW","Underlying",2021-07-22,2021-07-21,0.5,0.5,0
"411",7094,115774,76254,"Palau","PLW","Emerging",2021-07-22,2021-07-21,0,0,0
"412",7125,115805,76285,"Papua New Guinea","PNG","Overall",2021-07-22,2021-07-21,4,4,0
"413",7132,115812,76292,"Papua New Guinea","PNG","Underlying",2021-07-22,2021-07-21,3.5,3.5,0
"414",7146,115826,76306,"Papua New Guinea","PNG","Emerging",2021-07-22,2021-07-21,3,2.5,0.5
"415",7177,115857,76337,"Poland","POL","Overall",2021-07-22,2021-07-21,0.5,0.5,0
"416",7184,115864,76344,"Poland","POL","Underlying",2021-07-22,2021-07-21,0,0,0
"417",7198,115878,76358,"Poland","POL","Emerging",2021-07-22,2021-07-21,1.5,1.5,0
"418",7229,115909,76389,"Korea DPR","PRK","Overall",2021-07-22,2021-07-21,1,1,0
"419",7236,115916,76396,"Korea DPR","PRK","Underlying",2021-07-22,2021-07-21,2.5,2.5,0
"420",7250,115930,76410,"Korea DPR","PRK","Emerging",2021-07-22,2021-07-21,1,1,0
"421",7281,115961,76441,"Portugal","PRT","Overall",2021-07-22,2021-07-21,0.5,0.5,0
"422",7288,115968,76448,"Portugal","PRT","Underlying",2021-07-22,2021-07-21,0,0,0
"423",7302,115982,76462,"Portugal","PRT","Emerging",2021-07-22,2021-07-21,2.5,2.5,0
"424",7333,116013,76493,"Paraguay","PRY","Overall",2021-07-22,2021-07-21,1.5,1.5,0
"425",7340,116020,76500,"Paraguay","PRY","Underlying",2021-07-22,2021-07-21,0,0,0
"426",7354,116034,76514,"Paraguay","PRY","Emerging",2021-07-22,2021-07-21,1.5,1.5,0
"427",7385,116065,76545,"Qatar","QAT","Overall",2021-07-22,2021-07-21,0.5,0.5,0
"428",7392,116072,76552,"Qatar","QAT","Underlying",2021-07-22,2021-07-21,0,0,0
"429",7406,116086,76566,"Qatar","QAT","Emerging",2021-07-22,2021-07-21,1.5,1.5,0
"430",7437,116117,76597,"Romania","ROU","Overall",2021-07-22,2021-07-21,0.5,0.5,0
"431",7444,116124,76604,"Romania","ROU","Underlying",2021-07-22,2021-07-21,0,0,0
"432",7458,116138,76618,"Romania","ROU","Emerging",2021-07-22,2021-07-21,0.5,0.5,0
"433",7489,116169,76649,"Russian Federation","RUS","Overall",2021-07-22,2021-07-21,1.5,1.5,0
"434",7496,116176,76656,"Russian Federation","RUS","Underlying",2021-07-22,2021-07-21,0.5,0.5,0
"435",7510,116190,76670,"Russian Federation","RUS","Emerging",2021-07-22,2021-07-21,1.5,1.5,0
"436",7541,116221,76701,"Rwanda","RWA","Overall",2021-07-22,2021-07-21,1.5,1.5,0
"437",7548,116228,76708,"Rwanda","RWA","Underlying",2021-07-22,2021-07-21,1.5,1.5,0
"438",7562,116242,76722,"Rwanda","RWA","Emerging",2021-07-22,2021-07-21,0.5,0.5,0
"439",7593,116273,76753,"Saudi Arabia","SAU","Overall",2021-07-22,2021-07-21,0.5,0.5,0
"440",7600,116280,76760,"Saudi Arabia","SAU","Underlying",2021-07-22,2021-07-21,0,0,0
"441",7614,116294,76774,"Saudi Arabia","SAU","Emerging",2021-07-22,2021-07-21,1.5,1.5,0
"442",7645,116325,76805,"Sudan","SDN","Overall",2021-07-22,2021-07-21,4.5,4.5,0
"443",7652,116332,76812,"Sudan","SDN","Underlying",2021-07-22,2021-07-21,4,4,0
"444",7666,116346,76826,"Sudan","SDN","Emerging",2021-07-22,2021-07-21,3.5,3.5,0
"445",7697,116377,76857,"Senegal","SEN","Overall",2021-07-22,2021-07-21,2,2,0
"446",7704,116384,76864,"Senegal","SEN","Underlying",2021-07-22,2021-07-21,1.5,1.5,0
"447",7718,116398,76878,"Senegal","SEN","Emerging",2021-07-22,2021-07-21,2.5,2.5,0
"448",7749,116429,76909,"Singapore","SGP","Overall",2021-07-22,2021-07-21,0,0,0
"449",7756,116436,76916,"Singapore","SGP","Underlying",2021-07-22,2021-07-21,0,0,0
"450",7770,116450,76930,"Singapore","SGP","Emerging",2021-07-22,2021-07-21,2,2,0
"451",7801,116481,76961,"Solomon Islands","SLB","Overall",2021-07-22,2021-07-21,2,2,0
"452",7808,116488,76968,"Solomon Islands","SLB","Underlying",2021-07-22,2021-07-21,3,3,0
"453",7822,116502,76982,"Solomon Islands","SLB","Emerging",2021-07-22,2021-07-21,1,1,0
"454",7853,116533,77013,"Sierra Leone","SLE","Overall",2021-07-22,2021-07-21,3,3,0
"455",7860,116540,77020,"Sierra Leone","SLE","Underlying",2021-07-22,2021-07-21,2.5,2.5,0
"456",7874,116554,77034,"Sierra Leone","SLE","Emerging",2021-07-22,2021-07-21,2,2,0
"457",7905,116585,77065,"El Salvador","SLV","Overall",2021-07-22,2021-07-21,2,2,0
"458",7912,116592,77072,"El Salvador","SLV","Underlying",2021-07-22,2021-07-21,0.5,0.5,0
"459",7926,116606,77086,"El Salvador","SLV","Emerging",2021-07-22,2021-07-21,2,2,0
"460",7957,116637,77117,"Somalia","SOM","Overall",2021-07-22,2021-07-21,5,5,0
"461",7964,116644,77124,"Somalia","SOM","Underlying",2021-07-22,2021-07-21,4,4,0
"462",7978,116658,77138,"Somalia","SOM","Emerging",2021-07-22,2021-07-21,4.5,4.5,0
"463",8009,116689,77169,"Serbia","SRB","Overall",2021-07-22,2021-07-21,0.5,0.5,0
"464",8016,116696,77176,"Serbia","SRB","Underlying",2021-07-22,2021-07-21,0,0,0
"465",8030,116710,77190,"Serbia","SRB","Emerging",2021-07-22,2021-07-21,2,2,0
"466",8061,116741,77221,"South Sudan","SSD","Overall",2021-07-22,2021-07-21,4,4,0
"467",8068,116748,77228,"South Sudan","SSD","Underlying",2021-07-22,2021-07-21,4,4,0
"468",8082,116762,77242,"South Sudan","SSD","Emerging",2021-07-22,2021-07-21,3.5,3.5,0
"469",8113,116793,77273,"Sao Tome and Principe","STP","Overall",2021-07-22,2021-07-21,1.5,1.5,0
"470",8120,116800,77280,"Sao Tome and Principe","STP","Underlying",2021-07-22,2021-07-21,2,2,0
"471",8134,116814,77294,"Sao Tome and Principe","STP","Emerging",2021-07-22,2021-07-21,1,1,0
"472",8165,116845,77325,"Suriname","SUR","Overall",2021-07-22,2021-07-21,1.5,1.5,0
"473",8172,116852,77332,"Suriname","SUR","Underlying",2021-07-22,2021-07-21,0.5,0.5,0
"474",8186,116866,77346,"Suriname","SUR","Emerging",2021-07-22,2021-07-21,1.5,1.5,0
"475",8217,116897,77377,"Slovakia","SVK","Overall",2021-07-22,2021-07-21,0.5,0.5,0
"476",8224,116904,77384,"Slovakia","SVK","Underlying",2021-07-22,2021-07-21,0,0,0
"477",8238,116918,77398,"Slovakia","SVK","Emerging",2021-07-22,2021-07-21,1,1,0
"478",8269,116949,77429,"Slovenia","SVN","Overall",2021-07-22,2021-07-21,0.5,0.5,0
"479",8276,116956,77436,"Slovenia","SVN","Underlying",2021-07-22,2021-07-21,0,0,0
"480",8290,116970,77450,"Slovenia","SVN","Emerging",2021-07-22,2021-07-21,1.5,1.5,0
"481",8321,117001,77481,"Sweden","SWE","Overall",2021-07-22,2021-07-21,0,0,0
"482",8328,117008,77488,"Sweden","SWE","Underlying",2021-07-22,2021-07-21,0,0,0
"483",8342,117022,77502,"Sweden","SWE","Emerging",2021-07-22,2021-07-21,0.5,0.5,0
"484",8373,117053,77533,"Eswatini","SWZ","Overall",2021-07-22,2021-07-21,2,2,0
"485",8380,117060,77540,"Eswatini","SWZ","Underlying",2021-07-22,2021-07-21,1.5,1.5,0
"486",8394,117074,77554,"Eswatini","SWZ","Emerging",2021-07-22,2021-07-21,2.5,2.5,0
"487",8425,117105,77585,"Seychelles","SYC","Overall",2021-07-22,2021-07-21,1.5,1.5,0
"488",8432,117112,77592,"Seychelles","SYC","Underlying",2021-07-22,2021-07-21,0.5,0.5,0
"489",8446,117126,77606,"Seychelles","SYC","Emerging",2021-07-22,2021-07-21,1.5,1.5,0
"490",8477,117157,77637,"Syria","SYR","Overall",2021-07-22,2021-07-21,5,5,0
"491",8484,117164,77644,"Syria","SYR","Underlying",2021-07-22,2021-07-21,3.5,3.5,0
"492",8498,117178,77658,"Syria","SYR","Emerging",2021-07-22,2021-07-21,3,3,0
"493",8529,117209,77689,"Chad","TCD","Overall",2021-07-22,2021-07-21,4.5,4.5,0
"494",8536,117216,77696,"Chad","TCD","Underlying",2021-07-22,2021-07-21,4,4,0
"495",8550,117230,77710,"Chad","TCD","Emerging",2021-07-22,2021-07-21,3,2.5,0.5
"496",8581,117261,77741,"Togo","TGO","Overall",2021-07-22,2021-07-21,1.5,1.5,0
"497",8588,117268,77748,"Togo","TGO","Underlying",2021-07-22,2021-07-21,1.5,1.5,0
"498",8602,117282,77762,"Togo","TGO","Emerging",2021-07-22,2021-07-21,1,1,0
"499",8633,117313,77793,"Thailand","THA","Overall",2021-07-22,2021-07-21,0.5,0.5,0
"500",8640,117320,77800,"Thailand","THA","Underlying",2021-07-22,2021-07-21,0.5,0.5,0
"501",8654,117334,77814,"Thailand","THA","Emerging",2021-07-22,2021-07-21,0,0,0
"502",8685,117365,77845,"Tajikistan","TJK","Overall",2021-07-22,2021-07-21,3,3,0
"503",8692,117372,77852,"Tajikistan","TJK","Underlying",2021-07-22,2021-07-21,2,2,0
"504",8706,117386,77866,"Tajikistan","TJK","Emerging",2021-07-22,2021-07-21,2,2,0
"505",8737,117417,77897,"Turkmenistan","TKM","Overall",2021-07-22,2021-07-21,1,1,0
"506",8744,117424,77904,"Turkmenistan","TKM","Underlying",2021-07-22,2021-07-21,1.5,1.5,0
"507",8758,117438,77918,"Turkmenistan","TKM","Emerging",2021-07-22,2021-07-21,1,1,0
"508",8789,117469,77949,"Timor-Leste","TLS","Overall",2021-07-22,2021-07-21,1.5,1.5,0
"509",8796,117476,77956,"Timor-Leste","TLS","Underlying",2021-07-22,2021-07-21,2.5,2.5,0
"510",8810,117490,77970,"Timor-Leste","TLS","Emerging",2021-07-22,2021-07-21,0.5,0.5,0
"511",8841,117521,78001,"Tonga","TON","Overall",2021-07-22,2021-07-21,3,3,0
"512",8848,117528,78008,"Tonga","TON","Underlying",2021-07-22,2021-07-21,1.5,1.5,0
"513",8862,117542,78022,"Tonga","TON","Emerging",2021-07-22,2021-07-21,1.5,1.5,0
"514",8893,117573,78053,"Trinidad and Tobago","TTO","Overall",2021-07-22,2021-07-21,1,1,0
"515",8900,117580,78060,"Trinidad and Tobago","TTO","Underlying",2021-07-22,2021-07-21,0,0,0
"516",8914,117594,78074,"Trinidad and Tobago","TTO","Emerging",2021-07-22,2021-07-21,0.5,0.5,0
"517",8945,117625,78105,"Tunisia","TUN","Overall",2021-07-22,2021-07-21,2.5,2.5,0
"518",8952,117632,78112,"Tunisia","TUN","Underlying",2021-07-22,2021-07-21,0.5,0.5,0
"519",8966,117646,78126,"Tunisia","TUN","Emerging",2021-07-22,2021-07-21,3.5,3.5,0
"520",8997,117677,78157,"Turkey","TUR","Overall",2021-07-22,2021-07-21,1,1,0
"521",9004,117684,78164,"Turkey","TUR","Underlying",2021-07-22,2021-07-21,0.5,0.5,0
"522",9018,117698,78178,"Turkey","TUR","Emerging",2021-07-22,2021-07-21,0.5,0.5,0
"523",9049,117729,78209,"Tuvalu","TUV","Overall",2021-07-22,2021-07-21,0.5,0.5,0
"524",9056,117736,78216,"Tuvalu","TUV","Underlying",2021-07-22,2021-07-21,2,2,0
"525",9070,117750,78230,"Tuvalu","TUV","Emerging",2021-07-22,2021-07-21,1,1,0
"526",9101,117781,78261,"Tanzania","TZA","Overall",2021-07-22,2021-07-21,2.5,2.5,0
"527",9108,117788,78268,"Tanzania","TZA","Underlying",2021-07-22,2021-07-21,1.5,1.5,0
"528",9122,117802,78282,"Tanzania","TZA","Emerging",2021-07-22,2021-07-21,1,1,0
"529",9153,117833,78313,"Uganda","UGA","Overall",2021-07-22,2021-07-21,2.5,2.5,0
"530",9160,117840,78320,"Uganda","UGA","Underlying",2021-07-22,2021-07-21,3,3,0
"531",9174,117854,78334,"Uganda","UGA","Emerging",2021-07-22,2021-07-21,2,2,0
"532",9205,117885,78365,"Ukraine","UKR","Overall",2021-07-22,2021-07-21,1.5,1.5,0
"533",9212,117892,78372,"Ukraine","UKR","Underlying",2021-07-22,2021-07-21,0.5,0.5,0
"534",9226,117906,78386,"Ukraine","UKR","Emerging",2021-07-22,2021-07-21,1,1,0
"535",9257,117937,78417,"Uruguay","URY","Overall",2021-07-22,2021-07-21,0.5,0.5,0
"536",9264,117944,78424,"Uruguay","URY","Underlying",2021-07-22,2021-07-21,0,0,0
"537",9278,117958,78438,"Uruguay","URY","Emerging",2021-07-22,2021-07-21,1,1,0
"538",9309,117989,78469,"United States of America","USA","Overall",2021-07-22,2021-07-21,1,1,0
"539",9316,117996,78476,"United States of America","USA","Underlying",2021-07-22,2021-07-21,0.5,0.5,0
"540",9330,118010,78490,"United States of America","USA","Emerging",2021-07-22,2021-07-21,3,3,0
"541",9361,118041,78521,"Uzbekistan","UZB","Overall",2021-07-22,2021-07-21,3,3,0
"542",9368,118048,78528,"Uzbekistan","UZB","Underlying",2021-07-22,2021-07-21,2,2,0
"543",9382,118062,78542,"Uzbekistan","UZB","Emerging",2021-07-22,2021-07-21,1,1,0
"544",9413,118093,78573,"Saint Vincent and the Grenadines","VCT","Overall",2021-07-22,2021-07-21,0,0,0
"545",9420,118100,78580,"Saint Vincent and the Grenadines","VCT","Underlying",2021-07-22,2021-07-21,0.5,0.5,0
"546",9434,118114,78594,"Saint Vincent and the Grenadines","VCT","Emerging",2021-07-22,2021-07-21,0,0,0
"547",9465,118145,78625,"Venezuela","VEN","Overall",2021-07-22,2021-07-21,4,4,0
"548",9472,118152,78632,"Venezuela","VEN","Underlying",2021-07-22,2021-07-21,3,3,0
"549",9486,118166,78646,"Venezuela","VEN","Emerging",2021-07-22,2021-07-21,2,2,0
"550",9517,118197,78677,"Viet Nam","VNM","Overall",2021-07-22,2021-07-21,1,1.5,-0.5
"551",9524,118204,78684,"Viet Nam","VNM","Underlying",2021-07-22,2021-07-21,1,1,0
"552",9538,118218,78698,"Viet Nam","VNM","Emerging",2021-07-22,2021-07-21,1,1,0
"553",9569,118249,78729,"Vanuatu","VUT","Overall",2021-07-22,2021-07-21,2,2,0
"554",9576,118256,78736,"Vanuatu","VUT","Underlying",2021-07-22,2021-07-21,2,2,0
"555",9590,118270,78750,"Vanuatu","VUT","Emerging",2021-07-22,2021-07-21,1,1,0
"556",9621,118301,78781,"Samoa","WSM","Overall",2021-07-22,2021-07-21,0,0,0
"557",9628,118308,78788,"Samoa","WSM","Underlying",2021-07-22,2021-07-21,1,1,0
"558",9642,118322,78802,"Samoa","WSM","Emerging",2021-07-22,2021-07-21,0,0,0
"559",9673,118353,78833,"Yemen","YEM","Overall",2021-07-22,2021-07-21,3,3,0
"560",9680,118360,78840,"Yemen","YEM","Underlying",2021-07-22,2021-07-21,4,4,0
"561",9694,118374,78854,"Yemen","YEM","Emerging",2021-07-22,2021-07-21,3.5,3,0.5
