"","Countryname","Country","EMERGING_RISK_HEALTH_AV","EMERGING_RISK_MACRO_FISCAL_AV","EMERGING_RISK_FRAGILITY_INSTITUTIONS_AV","OVERALL_HEALTH_AV","OVERALL_FOOD_SECURITY_AV","OVERALL_MACRO_FISCAL_AV","OVERALL_SOCIOECONOMIC_VULNERABILITY_AV","OVERALL_NATURAL_HAZARDS_AV","OVERALL_FRAGILITY_INSTITUTIONS_AV","OVERALL_FLAGS_AV","OVERALL_FLAGS_AV_MED","EMERGING_RISK_FRAGILITY_INSTITUTIONS_MULTIDIMENSIONAL_SQ","EMERGING_RISK_HEALTH_SQ_ALT","OVERALL_HEALTH_FILTER_10","OVERALL_FOOD_SECURITY_FILTER_10","OVERALL_MACRO_FISCAL_FILTER_10","OVERALL_SOCIOECONOMIC_VULNERABILITY_FILTER_10","OVERALL_NATURAL_HAZARDS_FILTER_10","OVERALL_FRAGILITY_INSTITUTIONS_FILTER_10","OVERALL_FLAGS_FILTER_10","OVERALL_FLAGS_FILTER_10_MED","OVERALL_HEALTH_FILTER_7","OVERALL_FOOD_SECURITY_FILTER_7","OVERALL_MACRO_FISCAL_FILTER_7","OVERALL_SOCIOECONOMIC_VULNERABILITY_FILTER_7","OVERALL_NATURAL_HAZARDS_FILTER_7","OVERALL_FRAGILITY_INSTITUTIONS_FILTER_7","OVERALL_FLAGS_FILTER_7","OVERALL_FLAGS_FILTER_7_MED","OVERALL_HEALTH_FILTER_7_5","OVERALL_FOOD_SECURITY_FILTER_7_5","OVERALL_MACRO_FISCAL_FILTER_7_5","OVERALL_SOCIOECONOMIC_VULNERABILITY_FILTER_7_5","OVERALL_NATURAL_HAZARDS_FILTER_7_5","OVERALL_FRAGILITY_INSTITUTIONS_FILTER_7_5","OVERALL_FLAGS_FILTER_7_5","OVERALL_FLAGS_FILTER_7_5_MED","OVERALL_HEALTH_GEO","OVERALL_FOOD_SECURITY_GEO","OVERALL_MACRO_FISCAL_GEO","OVERALL_SOCIOECONOMIC_VULNERABILITY_GEO","OVERALL_NATURAL_HAZARDS_GEO","OVERALL_FRAGILITY_INSTITUTIONS_GEO","OVERALL_FLAGS_GEO","OVERALL_FLAGS_GEO_MED","UNDERLYING_RISK_HEALTH","UNDERLYING_RISK_FOOD_SECURITY","UNDERLYING_RISK_MACRO_FISCAL","UNDERLYING_RISK_SOCIOECONOMIC_VULNERABILITY","UNDERLYING_RISK_NATURAL_HAZARDS","UNDERLYING_RISK_FRAGILITY_INSTITUTIONS","UNDERLYING_FLAGS","UNDERLYING_FLAGS_MED","EMERGING_RISK_HEALTH","EMERGING_RISK_FOOD_SECURITY","EMERGING_RISK_SOCIOECONOMIC_VULNERABILITY","EMERGING_RISK_MACRO_FISCAL","EMERGING_RISK_NATURAL_HAZARDS","EMERGING_RISK_FRAGILITY_INSTITUTIONS","EMERGING_FLAGS","EMERGING_FLAGS_MED","EMERGING_RISK_FRAGILITY_INSTITUTIONS_MULTIDIMENSIONAL","H_coefvar","M_coefvar","Fr_coefvar","NH_coefvar","F_coefvar","S_coefvar","RELIABILITY_SCORE_UNDERLYING_RISK","RELIABILITY_SCORE_EMERGING_RISK"
"1","Libya","LBY",3.95383389839196,3.70158450704228,NA,9.43,NA,6.85048459907861,5.57142857142857,2.25,10,2,3,7.8000415688963,8.28463110470094,0,0,0,0,0,10,1,1,10,0,0,0,0,10,2,2,10,0,0,0,0,10,2,2,9.41275730060007,NA,6.08387766581371,5.3851648071345,0,10,2,3,8.86,3.42105263157895,9.99938469111494,4.14285714285714,4.5,10,1,2,10,NA,7,3.70158450704228,0,10,2,2.5,6.08406484765102,0.624896241107912,NA,0.925609846706926,NA,NA,NA,0,0.4
"2","Sudan","SDN",2.74647102624337,3.26144366197185,NA,9.75,10,6.63072183098592,9.21428571428572,2.66666666666667,10,4,4.5,7.5570530376245,7.8424544888051,0,10,0,0,0,10,2,2,10,10,0,10,0,10,4,4,10,10,0,10,0,10,4,4,9.74679434480896,10,5.71090506134698,9.18072515031979,0,10,4,4.5,9.5,10,10,8.42857142857143,5.33333333333333,10,3,4,10,10,10,3.26144366197185,0,10,4,4,5.71090506134697,1.15667741284497,NA,1.73205080756888,NA,0.157134840263677,0.606091526731326,0,0.2
"3","Afghanistan","AFG",1.50960963627212,6.6505281690141,NA,8.02674968251719,10,6.76514840643666,8.5,8.25,5,4,5,2.85570955279429,7.780423744909,0,10,0,0,0,0,1,1,0,10,0,10,10,0,3,3,5,10,0,10,10,0,3,3.5,7.780423744909,10,6.76417734556728,8.36660026534076,8.15475321515004,0,4,4.5,10,10,6.87976864385922,10,9.5,0,3,3.5,6.05349936503438,10,7,6.6505281690141,7,10,2,3,8.15507704992056,1.71400096108059,NA,0.866025403784439,1.4142135623731,0,NA,0,0.2
"4","Mozambique","MOZ",2.41127917781912,4.8899647887324,NA,9.15166393889798,10,5.90640252727292,9.58930015563965,4,10,4,4.5,8.36231326737079,6.81464230869842,0,10,0,0,0,10,2,2,10,10,0,10,0,10,4,4,10,10,0,10,0,10,4,4,9.11225980632464,10,5.81828541220234,9.58050119319407,0,10,4,4.5,10,10,6.92284026581344,10,8,10,4,4.5,8.30332787779596,10,9.1786003112793,4.8899647887324,0,10,2,3,6.99282831816455,0.94677196804207,NA,0.875298014269346,NA,0.346410161513775,NA,0,0.1
"5","Niger","NER",0.18732444306531,4.18573943661971,NA,8.73384615384616,10,4.45288694695864,8.5,2.91666666666667,10,4,4,8.0434626124664,2.56807522463606,0,10,0,0,0,10,2,2,10,10,0,10,0,10,4,4,10,10,0,10,0,10,4,4,8.64158105192118,10,4.44486606886128,8.36660026534076,0,10,4,4,10,10,4.72003445729757,10,5.83333333333333,10,4,4,7.46769230769231,10,7,4.18573943661971,0,10,2,3,6.46972907981448,1.49906893908341,NA,0.900409897865533,NA,0.249567099242311,NA,0,0.2
"6","Algeria","DZA",2.12623837287381,8.63116197183098,NA,7.85107754672488,1.98325358851675,7.9554406954897,6.55071428571429,3.08333333333333,0,2,2.5,1.71402564962216,7.36077611607612,0,0,0,0,0,0,0,0,0,0,10,0,0,0,1,1,5,0,10,0,0,0,1,1.5,7.71994813889405,1.72235512512185,7.92669145458263,5.83401356578079,0,0,2,2.5,9.28,2.96650717703349,7.27971941914842,3.57142857142857,6.16666666666667,0,0,1,6.42215509344975,1,9.53000000000001,8.63116197183098,0,0,0,1,2.93788392756266,0.916902759481393,NA,NA,NA,NA,NA,0,0.3
"7","Ethiopia","ETH",0.770903068084418,6.43045774647888,NA,7.81768052708409,10,8.05801745310653,7.92857142857143,2.83333333333333,10,5,5,8.95489447005523,7.67161068757284,0,10,0,0,0,10,2,2,0,10,0,10,0,10,3,3,5,10,0,10,0,10,3,3.5,7.57510859843869,10,7.8919385879473,7.87400787401181,0,10,5,5,9.75,10,9.68557715973419,8.85714285714286,5.66666666666667,10,2,3.5,5.88536105416818,10,7,6.43045774647888,0,10,2,2.5,8.01901349698258,1.70097271583734,NA,0.892027384479194,NA,0.346410161513775,NA,0,0.1
"8","Iraq","IRQ",2.52993833562136,8.85123239436621,NA,8.91166,3.45454545454546,8.89614290158872,2.85714285714285,3.83333333333333,10,3,3,9.69953547780891,7.59645496951204,0,0,0,0,0,10,1,1,10,0,10,0,0,10,3,3,10,0,10,0,0,10,3,3,8.9113718809171,2.43086217402199,8.89602953973448,0,0,10,3,3,8.84,5.90909090909091,8.94105340881123,5.71428571428571,7.66666666666667,10,1,2.5,8.98332,1,0,8.85123239436621,0,10,1,2,9.40809884852738,0.841680251037309,NA,1.00028881652817,NA,NA,NA,0,0.3
"9","South Sudan","SSD",0.114028901768414,NA,NA,8.72615384615385,10,NA,10,2.5,10,4,4,10,8.18707265456631,0,10,0,10,0,10,3,3,10,10,0,10,0,10,4,4,10,10,0,10,0,10,4,4,8.6326749575712,10,NA,10,0,10,4,4,10,10,NA,10,5,10,4,4,7.45230769230769,10,10,NA,0,10,3,3.5,10,2.41623241596291,NA,0.867608618137497,NA,0.157134840263677,NA,0,0.2
"10","Central African Republic","CAF",0.131997355572178,9.68750000000001,NA,10,10,7.8344588358356,7.93927437918527,1.75,10,5,5,9.92094241617941,5.41172292274152,10,10,0,0,0,10,3,3,10,10,0,0,0,10,3,3,10,10,0,5,0,10,3,3.5,10,10,7.61216025148674,7.66716946360946,0,10,5,5,10,10,5.98141767167118,10,3.5,10,4,4,10,10,5.87854875837054,9.68750000000001,0,10,3,3.5,9.84250984251477,2.44107612269388,NA,0.116605688147572,NA,NA,NA,0,0.3
"11","Chad","TCD",0.0887978048228608,7.31073943661973,NA,8.04461538461539,8.5,6.7445279757551,10,2.66666666666667,10,4,4.5,9.24677577075104,2.88173962144656,0,0,0,10,0,10,2,2,0,10,0,10,0,10,3,3,5,10,0,10,0,10,3,3.5,7.80335233680421,8.36660026534076,6.72071887504073,10,0,10,4,4.5,10,10,6.17831651489048,10,5.33333333333333,10,4,4,6.08923076923077,7,10,7.31073943661973,0,10,2,3,8.55028621545486,2.43872613677012,NA,0.866025403784439,NA,NA,NA,0,0.3
"12","Croatia","HRV",1.70140412781641,10,NA,4.47884615384615,1.11004784688995,6.49858478956436,5.78571428571428,3.16666666666667,0,0,1,1.77827941003892,7.14960698044674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.41914540990067,1.10457941940808,5.47464115639438,3.96412483586046,0,0,0,0.5,3.75,1.2200956937799,2.99716957912872,1.57142857142857,6.33333333333333,0,0,0,5.20769230769231,1,10,10,0,0,2,2,3.16227766016838,1.19517759165484,NA,NA,NA,NA,1.04251712046238,0,0.3
"13","Lebanon","LBN",1.95555091025936,9.95158450704226,NA,8.75,6.6866028708134,9.97579225352113,5.14487620762416,8.5,7.58190982811606,4,5,8.46673223934425,10,0,0,0,0,0,0,0,0,10,0,10,0,10,0,3,3,10,0,10,0,10,5,3,3.5,8.66025403784439,5.80793056228016,9.97576288162577,5.12716337487992,8.36660026534076,7.18597220717706,4,5,7.5,3.37320574162679,10,5.57142857142857,7,10,2,3,10,10,4.71832384381975,9.95158450704226,10,5.16381965623211,3,3.5,7.16855548127513,1.19999453050615,NA,1.73205080756888,1.4142135623731,NA,NA,0,0.3
"14","Maldives","MDV",NA,NA,NA,8.00184,NA,NA,5.25426810128348,1.83333333333334,0,1,1.5,1,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,1,1,10,0,0,0,0,0,1,1,7.96549076956342,NA,NA,4.81136956019825,0,0,1,1,7.24,2.91866028708134,NA,3.14285714285714,3.66666666666667,0,0,0.5,8.76368,NA,7.36567905970982,NA,0,0,0,1,1,1.43249764721188,NA,NA,NA,NA,NA,0,0.6
"15","Mauritania","MRT",2.7393410633443,0,NA,9.75,7.56698564593302,3.55986955451637,7.64285714285714,3.83333333333333,0,3,3,1,5.76439665990508,0,0,0,0,0,0,0,0,10,10,0,10,0,0,3,3,10,10,0,10,0,0,3,3,9.74679434480896,7.5457139518446,0,7.61577310586391,0,0,3,3,9.5,8.13397129186603,7.11973910903274,8.28571428571428,7.66666666666667,0,0,2.5,10,7,7,0,0,0,1,2,1,0.975906746736385,NA,NA,NA,NA,NA,0,0.3
"16","Ukraine","UKR",1.47475940214564,9.02728873239439,NA,6.52633143071219,NA,8.83649693818833,4.82142857142857,1.83333333333334,2.25417433399002,1,1.5,2.52576945806247,8.1563857568315,0,0,0,0,0,0,0,0,0,0,10,0,0,0,1,1,0,0,10,0,0,0,1,1,6.5251086054652,NA,8.83443697299808,4.00891862868636,0,0,1,1.5,6.4,2.29665071770335,8.64570514398228,2.14285714285714,3.66666666666667,0,0,0.5,6.65266286142438,NA,7.5,9.02728873239439,0,4.50834866798004,0,1,6.37951135528118,1.5753743387673,NA,1.73205080756888,NA,NA,1.30884861696751,0,0.4
"17","Zimbabwe","ZWE",2.82586121361552,6.29841549295775,NA,8.7,10,8.14920774647888,9.21428571428572,3.08333333333333,10,5,5,8.90856650915841,5.61887054986346,0,10,0,0,0,10,2,2,10,10,0,10,0,10,4,4,10,10,0,10,0,10,4,4,8.68835427454475,10,7.93625572480987,9.18072515031979,0,10,5,5,8.25,10,10,8.42857142857143,6.16666666666667,10,3,4,9.15,10,10,6.29841549295775,0,10,3,3.5,7.93625572480987,0.821794539981483,NA,1.73205080756888,NA,0.471404520791032,NA,0,0.2
"18","Belarus","BLR",1.48307663086222,10,NA,6.13,2.01435406698565,9.10749446222004,4.28571428571428,1,0,1,1.5,1.77827941003892,7.20042765710969,0,0,0,0,0,0,0,0,0,0,10,0,0,0,1,1,0,0,10,0,0,0,1,1,6.07624884283058,1.75673686188737,9.06365760851549,3.3166247903554,0,0,1,1.5,6.94,1.02870813397129,8.21498892444007,1.57142857142857,2,0,0,0.5,5.32,3,7,10,0,0,1,1.5,3.16227766016838,1.19666512868006,NA,NA,NA,NA,NA,0,0.3
"19","Brazil","BRA",NA,9.11531690140845,NA,6.875,NA,7.18225849992893,7.5,2.5,2.87447844253959,2,2.5,2.6905446638955,9.93045881045957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0.5,6.12372435695795,NA,6.91723372283104,7.07106781186548,0,0,1,2,3.75,3.73205741626794,5.24920009844942,5,5,0,0,0,10,NA,10,9.11531690140845,0,5.74895688507918,2,2.5,7.23903058841657,0.779696865219554,NA,1.73205080756888,NA,NA,1.1725621050722,0,0.3
"20","Cabo Verde","CPV",2.10279372307634,7.04665492957748,NA,7.91515614087599,4.68181818181818,5.78489527182787,6.42197695811943,0.416666666666667,0,1,2,1.62928009302572,6.01072382965741,0,0,0,0,0,0,0,0,10,0,0,0,0,0,1,1,10,0,0,0,0,0,1,1,7.91196195475313,4.36931448752651,5.64561563269163,6.41532100846757,0,0,1,2,8.14,6.36363636363636,4.52313561407827,6.71428571428571,0.833333333333334,0,0,0.5,7.69031228175197,3,6.12966820195315,7.04665492957748,0,0,0,1,2.6545536215299,1.104692868267,NA,NA,NA,NA,1.64734485500584,0,0.3
"21","Haiti","HTI",0.820462591865262,4.8899647887324,NA,6.82692307692307,10,6.07561247066451,9.85714285714285,5,10,3,4.5,8.36231326737079,4.12470453950156,0,10,0,0,0,10,2,2,0,10,0,10,0,10,3,3,0,10,0,10,0,10,3,3,6.04470524826989,10,5.95880075753696,9.85610760609162,0,10,3,4,10,10,7.26126015259661,9.71428571428571,10,10,4,5,3.65384615384615,10,10,4.8899647887324,0,10,3,3,6.99282831816455,1.36695221931563,NA,0.868820251596886,NA,0.343174292512307,NA,0,0.1
"22","Honduras","HND",1.96509734942142,2.24911971830987,NA,7.40236395377546,8.07416267942584,3.04463123498561,6.51988288334438,4.58333333333333,5,2,3,2.17772553392375,7.95281579539657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,1,7.3235027586553,7.84112578578591,2.93886726203928,6.40954559153505,0,0,2,2.5,8.48,6.14832535885167,3.84014275166134,7.71428571428572,9.16666666666667,0,0,1.5,6.32472790755092,10,5.32548005240304,2.24911971830987,0,10,2,2,4.74248850110348,1.10550192901294,NA,0.986301440589936,NA,0.76149961050859,0.926879929832292,0,0.2
"23","Peru","PER",1.85015657884228,10,NA,6.90324436817802,NA,5.28950283042087,7.35714285714285,5,5,1,3,3.16227766016838,8.97579452547576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0.5,6.80623318980824,NA,2.40625364590216,6.86606562325595,0,0,0,1,5.75,6.65071770334928,0.579005660841744,4.71428571428571,10,0,1,1,8.05648873635605,NA,10,10,0,10,3,3.5,10,1.3491096211101,NA,1.73205080756888,NA,NA,1.10656884455476,0,0.4
"24","Serbia","SRB",2.0713163244118,4.66989436619718,NA,7.125,3.44976076555024,4.99954230985222,6.14285714285715,2.91666666666667,0,1,1.5,1.47003191720861,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.51920240520265,3.42031644636888,4.98866270068908,4.78091443733758,0,0,0,0.5,4.25,3.89952153110048,5.32919025350726,2.28571428571429,5.83333333333333,0,0,0,10,3,10,4.66989436619718,0,0,2,2,2.16099383761203,1.33188456673602,NA,NA,NA,NA,NA,0,0.3
"25","Somalia","SOM",1.46554657824264,9.51144366197182,NA,10,10,9.75572183098591,8,9.91666666666666,5,5,5.5,3.12292539979923,9.18880240026455,10,10,0,0,0,0,2,2,10,10,10,10,10,0,5,5,10,10,10,10,10,0,5,5,10,10,9.7526630527112,7.93725393319377,9.91631652042901,0,5,5,10,10,10,9,9.83333333333333,0,3,4,10,10,7,9.51144366197182,10,10,4,5,9.75266305271121,1.23614609995961,NA,0.944040652940644,0.866025403784439,0,NA,0,0.1
"26","Yemen","YEM",0.626778303267765,10,NA,8.34153846153846,10,10,NA,2.75,5,3,3.5,3.16227766016838,6.59883683114558,0,10,10,0,0,0,2,2,0,10,10,0,0,0,2,2,5,10,10,0,0,0,2,2.5,8.17500882144901,10,10,NA,0,0,3,3,10,10,10,10,5.5,0,4,4,6.68307692307692,10,NA,10,0,10,3,3,10,1.1979618570364,NA,1.73205080756888,NA,0,NA,0,0.2
"27","Armenia","ARM",NA,4.44982394366198,NA,3.76059761842766,1.85167464114832,4.39725999053638,6.35714285714285,2.91666666666667,0,0,0.5,1.45239821715878,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.75296961717268,1.64418651079999,4.39694580990076,5.20988072251727,0,0,0,0.5,4,2.70334928229665,4.34469603741078,2.71428571428571,5.83333333333333,0,0,0,3.52119523685531,1,10,4.44982394366198,0,0,1,1,2.10946058120601,0.655963379330439,NA,NA,NA,NA,NA,0,0.3
"28","Cameroon","CMR",0.126959820734875,5.99031690140845,NA,8.97576923076923,9.06698564593302,5.9397191201603,7.71428571428572,2.16666666666667,10,4,4.5,8.79756429661458,5.55580177804234,0,0,0,0,0,10,1,1,10,10,0,10,0,10,4,4,10,10,0,10,0,10,4,4,8.97157905662268,9.01885319309835,5.93950360644141,7.68114574786861,0,10,4,4.5,9.25,8.13397129186603,5.88912133891214,8.42857142857143,4.33333333333333,10,1,2.5,8.70153846153846,10,7,5.99031690140845,0,10,2,3,7.73971375530675,2.29459274835591,NA,1.73205080756888,NA,0.76149961050859,NA,0,0.2
"29","Colombia","COL",2.25333713260557,2.11707746478873,NA,7.875,5.03588516746411,3.02168173017925,7.57142857142857,8.25,5,3,4,2.14503403430552,6.88179908526353,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1,1,5,0,0,5,10,0,1,2,7.58287544405155,5.03575730894978,2.88309757058903,7.17137165600636,8.15475321515004,0,3,3.5,5.75,5.07177033492823,3.92628599556978,5.14285714285714,9.5,0,0,0.5,10,5,10,2.11707746478873,7,10,3,3.5,4.601171008329,1.18326720509881,NA,0.867961568217991,1.73205080756888,NA,1.04761904761905,0,0.2
"30","Congo DR","COD",1.04718623925026,9.07130281690143,NA,10,10,9.53565140845071,9.71428571428572,2.91666666666667,10,5,5,9.75927186119699,9.09740689156837,10,10,0,0,0,10,3,3,10,10,10,10,0,10,5,5,10,10,10,10,0,10,5,5,10,10,9.52433872607512,9.71008312455225,0,10,5,5,10,10,10,9.42857142857143,5.83333333333333,10,4,4.5,10,10,10,9.07130281690143,0,10,4,4.5,9.52433872607512,1.4128598637302,NA,0.90266307097942,NA,0.249567099242311,NA,0,0.1
"31","Grenada","GRD",NA,NA,NA,4.32618,1,NA,NA,0.583333333333335,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.13800702985526,1,NA,NA,0,0,0,0,8.5,NA,NA,2.71428571428571,1.16666666666667,0,0,0.5,0.15236,1,NA,NA,0,0,0,0,1,2.21184640430879,NA,NA,NA,NA,NA,0.2,0.4
"32","Guinea","GIN",2.22301496804887,5.99031690140844,NA,10,6.91387559808612,7.5979765653978,7.42857142857143,2.41666666666667,2.53849814915574,3,3.5,2.34835722535705,5.82933057414294,10,0,0,0,0,0,1,1,10,0,0,10,0,0,2,2,10,0,0,10,0,0,2,2,10,6.6437004734456,7.42594628940418,7.41619848709566,0,0,3,3.5,10,8.82775119617225,9.20563622938716,7.85714285714286,4.83333333333333,0,1,2.5,10,5,7,5.99031690140844,0,5.07699629831147,1,1.5,5.51478165788667,0.863433781218969,NA,1.73205080756888,NA,NA,NA,0,0.3
"33","Iran","IRN",3.11729936971386,10,NA,8.23,NA,10,3.91071428571428,8.33333333333334,3.68908485117078,3,3,2.93080659417547,7.420300684579,0,0,10,0,0,0,1,1,0,0,10,0,10,0,2,2,5,0,10,0,10,0,2,2.5,8.03741251896405,NA,10,3.89596861236989,8.22597511950205,0,3,3,6.46,2.96650717703349,10,3.57142857142857,9.66666666666667,0,1,1.5,10,NA,4.24999999999999,10,7,7.37816970234155,2,3,8.58962729246243,0.720757608110913,NA,1.73205080756888,1.73205080756888,NA,NA,0,0.3
"34","Kenya","KEN",2.07847779117413,8.3230633802817,NA,9.5,10,7.6875592559789,8.85714285714286,8.41666666666666,4.68045214319817,5,5,2.97098358044765,8.0205961941241,0,10,0,0,0,0,1,1,10,10,10,10,0,0,4,4,10,10,10,10,5,0,4,4.5,9.48683298050514,10,7.66124675377193,8.7831006565368,8.2663978450915,0,5,5,9,10,7.0520551316761,7.71428571428572,6.83333333333333,0,1,2.5,10,10,10,8.3230633802817,10,9.36090428639633,4,5,8.82674343528956,0.981539809887381,NA,1.73205080756888,1.73205080756888,NA,NA,0,0.2
"35","Malawi","MWI",3.13848885280074,2.24911971830986,NA,9.625,7.5,4.93978260097133,9.92857142857143,2.91666666666667,0,3,3,1.22462506264754,8.7293351548411,0,0,0,0,0,0,0,0,10,0,0,10,0,0,2,2,10,0,0,10,0,0,2,2,9.61769203083567,7.07106781186548,4.14267852925217,9.92831448793946,0,0,3,3,9.25,10,7.63044548363279,9.85714285714286,5.83333333333333,0,1,2.5,10,5,10,2.24911971830986,0,0,2,2,1.49970654406449,0.843913256530407,NA,NA,NA,NA,NA,0,0.3
"36","Mali","MLI",0.2857485079327,7.31073943661973,4.23201266863125,7.085,9.11483253588517,6.23689814558035,9.96683149748,2.83333333333333,10,4,4.5,9.24677577075104,4.62024069099405,0,0,0,0,0,10,1,1,0,10,0,10,0,10,3,3,0,10,0,10,0,10,3,3,6.74610999020917,9.07175014634461,6.14375808117495,9.96677630679048,0,10,3,4,9.25,8.22966507177034,5.16305685454098,10,5.66666666666667,10,2,3,4.92,10,9.93366299496001,7.31073943661973,0,10,2,3,8.55028621545486,1.85648770076086,NA,0.506931164941476,NA,0.249567099242311,NA,0,0.2
"37","Montenegro","MNE",NA,3.04137323943662,NA,7.63,1.08612440191387,4.87442769773948,NA,2.75,0,1,1,1.32058825391193,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0.5,7.2525857457875,1.08270439355705,4.51663112655725,NA,0,0,1,1,5.26,1.17224880382775,6.70748215604234,3,5.5,0,0,0,10,1,NA,3.04137323943662,0,0,1,1,1.74395333637016,1.27333179979085,NA,NA,NA,NA,NA,0,0.3
"38","Nigeria","NGA",0.92283836065085,9.95158450704226,NA,8.20354211085291,9.24641148325359,9.97579225352113,8.57142857142857,2.5,10,5,5,9.98787408892692,8.08693312107271,0,0,0,0,0,10,1,1,0,10,10,10,0,10,4,4,5,10,10,10,0,10,4,4.5,8.05646145411445,9.21565134242132,9.97576288162577,8.45154254728516,0,10,5,5,9.75,8.49282296650718,10,7.14285714285714,5,10,2,3.5,6.65708422170583,10,10,9.95158450704226,0,10,3,3.5,9.97576288162578,1.09016775398136,NA,0.939186134043079,NA,0.328253671098728,NA,0,0
"39","Papua New Guinea","PNG",1.23087209521419,8.63116197183099,NA,9.06498624326493,NA,7.21091694456674,9.42857142857143,8.25,5,4,4.5,5.42022502075574,5.63526118864062,0,0,0,0,0,0,0,0,10,0,0,10,10,0,3,3,10,0,0,10,10,0,3,3,9.06309800787795,NA,7.06966952862515,9.4112394811432,8.15475321515004,0,4,4,9.25,10,5.79067191730249,8.85714285714286,9.5,10,2,3.5,8.87997248652986,NA,10,8.63116197183099,7,0,1,2.5,2.93788392756266,1.42066856111064,NA,NA,1.73205080756888,NA,NA,0,0.4
"40","Romania","ROU",1.29843250565486,2.16109154929577,NA,5.55310586106861,NA,3.31134813743401,4.72142189728104,2.58333333333333,0,0,0.5,1.21246243297593,7.91594070350279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.50712853809897,NA,3.10514673867955,4.12730680471697,0,0,0,0.5,4.84,2.46411483253589,4.46160472557224,2.42857142857143,5.16666666666667,0,0,0,6.26621172213722,NA,7.01427236599065,2.16109154929577,0,0,0,0.5,1.47006515137791,1.46980623985064,NA,NA,NA,NA,0.683261303565975,0,0.4
"41","South Africa","ZAF",2.12736439086656,7.44278169014085,NA,8.375,4.21531100478469,5.85374378624689,8,3.25,5,2,3,2.93720203303094,7.83005917275961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,1,8.21583836257749,4.0363183755383,5.63393955017379,7.74596669241483,0,0,2,2.5,6.75,5.43062200956938,4.26470588235294,6,6.5,0,0,0,10,3,10,7.44278169014085,0,10,3,3.5,8.62715578284109,1.0929953506744,NA,1.73205080756888,NA,NA,1.34769675831945,0,0.3
"42","Tajikistan","TJK",1.40810483805168,5.99031690140846,NA,7.52,NA,7.99515845070423,7.75799206324986,4,4.46996504105611,3,3,2.70517883006135,8.03452809527061,0,0,0,0,0,0,0,0,10,0,0,0,0,0,1,1,10,0,0,5,0,0,1,1.5,7.51997340420829,NA,7.73971375530675,7.61700984633883,0,0,3,3,7.54,5.90909090909091,10,6.28571428571429,8,0,1,2,7.5,NA,9.23026984078543,5.99031690140846,0,8.93993008211221,0,1.5,7.31799250261209,1.46593788166143,NA,1.73205080756888,NA,NA,NA,0,0.4
"43","Zambia","ZMB",2.04337296717762,10,NA,8.7941423482105,5.85406698564594,9.35361801624416,9.42857142857143,2.08333333333333,0,3,3.5,1.77827941003892,8.71107610827791,0,0,0,0,0,0,0,0,10,0,10,10,0,0,3,3,10,0,10,10,0,0,3,3,8.7110761082779,5.11120356803323,9.33125716743907,9.4112394811432,0,0,3,3.5,10,8.70813397129187,8.70723603248831,8.85714285714286,4.16666666666667,0,1,2.5,7.58828469642101,3,10,10,0,0,2,2.5,3.16227766016838,1.44652354066861,NA,NA,NA,0.353553390593274,NA,0,0.2
"44","Albania","ALB",0.231147307591583,0,NA,7.75,3.19856459330143,2.47384937238494,6.42857142857143,4.5,2.5,1,1.5,1.49534878122122,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0.5,7.41619848709566,3.19239526998281,0,5.34522483824849,0,0,1,1.5,5.5,3.39712918660287,4.94769874476988,2.85714285714286,9,0,0,0.5,10,3,10,0,0,5,2,2,2.23606797749979,2.3417900599771,NA,1.73205080756888,NA,NA,NA,0,0.3
"45","Antigua and Barbuda","ATG",NA,NA,NA,5.559,1,NA,NA,2.25,0,0,0.5,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.89158461032823,1,NA,NA,0,0,0,0,8.2,NA,NA,2.71428571428571,4.5,0,0,0.5,2.918,1,NA,NA,0,0,0,0,1,1.99065992207466,NA,NA,NA,NA,NA,0.2,0.4
